Abbey 2.8.22,Abbey Glp1R LepR 2.8.22,GFF 2.8.22,Chow,2.8.22,,,,,,,
,TSE PhenoMaster V7.9.5 (2021-5214),,,,,,,,,,
Box,Animal No.,Weight [g],Text1,Text2,Text3,,,,,,
1,725,21.5,f,++FF, ,,,,,,
2,995,20.2,f,++FF, ,,,,,,
3,973,22.1,f,G+FFRR, ,,,,,,
4,974,22.5,f,G+FFRR, ,,,,,,
5,975,26.3,F,G+FFRR, ,,,,,,
6,736,30.9,F,G+FFRR, ,,,,,,
7,733,18.1,F,++FFRR, ,,,,,,
8,734,27.2,F,G+FFRR, ,,,,,,
13,735,20.5,F,++FFRR, ,,,,,,
14,970,23.3,M,++FFRR, ,,,,,,
15,971,28.8,m,G+FFRR, ,,,,,,
16,972,21.8,m,++FFRR, ,,,,,,
17,635,23.9,m,G+FFRR, ,,,,,,
18,731,29.4,m,++FFRR, ,,,,,,
19,730,23.1,m,G+FFRR, ,,,,,,
,,,,,,,,,,,
Date Time,Animal No.,Box,VO2(3),VCO2(3),RER,H(3),XT+YT,XA,YA,Drink,Feed1
,,,[ml/h],[ml/h],,[kcal/h],[Cnt],[Cnt],[Cnt],[ml],[g]
2/11/2022 16:04:22,725,1,32,28,0.859,0.157,27,0,0,16.64,13.79
2/11/2022 16:19:22,725,1,27,22,0.831,0.129,0,0,0,16.64,13.79
2/11/2022 16:34:22,725,1,28,22,0.793,0.133,0,0,0,16.64,13.79
2/11/2022 16:49:22,725,1,31,25,0.815,0.149,348,216,0,16.65,13.79
2/11/2022 17:04:23,725,1,38,32,0.839,0.186,23,14,0,16.66,13.79
2/11/2022 17:19:22,725,1,25,22,0.885,0.121,0,0,0,16.66,13.79
2/11/2022 17:34:22,725,1,26,22,0.841,0.129,0,0,0,16.66,13.79
2/11/2022 17:49:22,725,1,25,23,0.888,0.125,178,84,0,16.66,13.79
2/11/2022 18:04:22,725,1,41,39,0.962,0.204,435,300,0,16.84,13.93
2/11/2022 18:19:22,725,1,36,34,0.958,0.179,24,20,0,16.84,13.93
2/11/2022 18:34:23,725,1,38,34,0.897,0.186,205,131,0,16.84,13.97
2/11/2022 18:49:22,725,1,44,43,0.982,0.221,649,368,0,16.85,14.15
2/11/2022 19:04:22,725,1,43,42,0.966,0.218,225,156,0,17.01,14.22
2/11/2022 19:19:22,725,1,41,41,0.997,0.206,685,366,28,17.24,14.48
2/11/2022 19:34:22,725,1,38,39,1.028,0.195,160,115,0,17.42,14.49
2/11/2022 19:49:22,725,1,37,36,0.977,0.187,604,339,0,17.42,14.71
2/11/2022 20:04:23,725,1,41,42,1.031,0.206,228,150,0,17.46,14.74
2/11/2022 20:19:22,725,1,44,46,1.039,0.225,653,408,0,17.81,14.95
2/11/2022 20:34:22,725,1,40,39,0.974,0.199,0,0,0,17.81,14.96
2/11/2022 20:49:22,725,1,37,37,0.998,0.188,505,279,0,17.82,15.22
2/11/2022 21:04:23,725,1,44,47,1.051,0.226,371,268,2,17.97,15.47
2/11/2022 21:19:22,725,1,40,40,1.006,0.202,6,3,0,17.98,15.47
2/11/2022 21:34:22,725,1,39,41,1.055,0.197,319,208,1,18.16,15.69
2/11/2022 21:49:22,725,1,36,38,1.053,0.186,201,134,2,18.16,15.69
2/11/2022 22:04:22,725,1,37,38,1.046,0.187,349,139,1,18.16,15.79
2/11/2022 22:19:22,725,1,40,43,1.071,0.207,502,302,1,18.36,15.98
2/11/2022 22:34:22,725,1,45,44,0.993,0.225,231,111,1,18.37,16.16
2/11/2022 22:49:22,725,1,48,48,1.005,0.241,423,292,2,18.55,16.24
2/11/2022 23:04:22,725,1,47,48,1.027,0.236,452,296,6,18.68,16.35
2/11/2022 23:19:23,725,1,45,45,1.004,0.225,2,1,0,18.68,16.35
2/11/2022 23:34:22,725,1,32,31,0.983,0.161,0,0,0,18.68,16.35
2/11/2022 23:49:22,725,1,31,31,0.993,0.158,177,105,1,18.68,16.39
2/12/2022 0:04:22,725,1,44,44,1.016,0.222,573,312,0,18.96,16.87
2/12/2022 0:19:22,725,1,54,57,1.047,0.278,300,190,0,19.26,16.87
2/12/2022 0:34:23,725,1,47,47,1.005,0.237,485,266,1,19.28,17.06
2/12/2022 0:49:22,725,1,45,46,1.019,0.23,26,6,0,19.28,17.07
2/12/2022 1:04:22,725,1,35,35,0.986,0.177,7,0,0,19.28,17.07
2/12/2022 1:19:22,725,1,29,30,1.039,0.149,13,6,0,19.28,17.07
2/12/2022 1:34:22,725,1,30,31,1.048,0.153,8,0,0,19.28,17.07
2/12/2022 1:49:22,725,1,29,31,1.065,0.149,7,2,0,19.28,17.07
2/12/2022 2:04:23,725,1,36,37,1.051,0.181,231,127,14,19.28,17.19
2/12/2022 2:19:22,725,1,32,32,0.998,0.162,7,0,0,19.28,17.2
2/12/2022 2:34:22,725,1,29,29,1.013,0.147,0,0,0,19.29,17.2
2/12/2022 2:49:22,725,1,27,30,1.091,0.139,407,212,11,19.29,17.22
2/12/2022 3:04:22,725,1,46,47,1.019,0.232,1014,513,121,19.59,17.44
2/12/2022 3:19:22,725,1,45,46,1.039,0.227,479,228,66,19.6,17.63
2/12/2022 3:34:22,725,1,37,37,1.011,0.187,5,0,0,19.6,17.63
2/12/2022 3:49:22,725,1,39,40,1.022,0.198,673,279,117,19.6,17.67
2/12/2022 4:04:22,725,1,42,43,1.04,0.212,802,519,40,19.91,18.03
2/12/2022 4:19:22,725,1,45,48,1.058,0.23,727,483,5,20.09,18.08
2/12/2022 4:34:22,725,1,46,47,1.019,0.233,888,478,55,20.1,18.16
2/12/2022 4:49:22,725,1,40,43,1.065,0.205,642,340,1,20.1,18.24
2/12/2022 5:04:22,725,1,52,53,1.024,0.263,807,457,2,20.1,18.38
2/12/2022 5:19:22,725,1,49,50,1.024,0.246,347,165,25,20.38,18.39
2/12/2022 5:34:22,725,1,40,42,1.051,0.202,588,238,122,20.38,18.54
2/12/2022 5:49:22,725,1,43,43,0.989,0.218,8,1,0,20.38,18.55
2/12/2022 6:04:22,725,1,30,31,1.039,0.151,0,0,0,20.39,18.55
2/12/2022 6:19:22,725,1,30,31,1.039,0.151,0,0,0,20.39,18.55
2/12/2022 6:34:23,725,1,28,29,1.022,0.144,0,0,0,20.39,18.55
2/12/2022 6:49:22,725,1,28,30,1.072,0.141,0,0,0,20.39,18.55
2/12/2022 7:04:23,725,1,36,38,1.039,0.184,75,44,7,20.39,18.57
2/12/2022 7:19:23,725,1,38,39,1.022,0.194,345,159,40,20.4,18.69
2/12/2022 7:34:22,725,1,40,41,1.022,0.205,367,210,19,20.59,18.76
2/12/2022 7:49:22,725,1,40,41,1.025,0.201,233,94,6,20.63,18.76
2/12/2022 8:04:22,725,1,35,36,1.036,0.178,33,0,0,20.63,18.76
2/12/2022 8:19:23,725,1,26,28,1.07,0.132,8,0,0,20.63,18.76
2/12/2022 8:34:23,725,1,31,30,0.953,0.155,13,0,0,20.63,18.76
2/12/2022 8:49:23,725,1,29,29,0.97,0.148,32,0,0,20.63,18.76
2/12/2022 9:04:23,725,1,30,27,0.92,0.148,15,0,0,20.64,18.76
2/12/2022 9:19:22,725,1,37,34,0.909,0.184,80,22,4,20.64,18.76
2/12/2022 9:34:22,725,1,30,28,0.928,0.151,8,0,0,20.64,18.76
2/12/2022 9:49:22,725,1,30,28,0.92,0.149,33,0,0,20.65,18.76
2/12/2022 10:04:22,725,1,28,27,0.954,0.141,7,0,0,20.66,18.76
2/12/2022 10:19:23,725,1,31,27,0.887,0.152,29,0,0,20.66,18.76
2/12/2022 10:34:22,725,1,32,28,0.89,0.157,25,0,0,20.66,18.76
2/12/2022 10:49:22,725,1,32,28,0.874,0.156,63,0,0,20.66,18.76
2/12/2022 11:04:22,725,1,34,32,0.922,0.17,97,0,1,20.66,18.76
2/12/2022 11:19:22,725,1,39,37,0.943,0.195,140,58,6,20.66,18.76
2/12/2022 11:34:22,725,1,30,29,0.979,0.15,0,0,0,20.66,18.76
2/12/2022 11:49:23,725,1,26,26,0.993,0.133,0,0,0,20.66,18.76
2/12/2022 12:04:22,725,1,30,26,0.879,0.146,0,0,0,20.67,18.76
2/12/2022 12:19:22,725,1,27,24,0.909,0.133,0,0,0,20.67,18.76
2/12/2022 12:34:23,725,1,31,26,0.863,0.15,0,0,0,20.67,18.76
2/12/2022 12:49:22,725,1,32,27,0.836,0.154,0,0,0,20.67,18.76
2/12/2022 13:04:22,725,1,29,24,0.842,0.14,0,0,0,20.67,18.76
2/12/2022 13:19:23,725,1,29,26,0.919,0.143,0,0,0,20.67,18.76
2/12/2022 13:34:22,725,1,29,25,0.859,0.14,0,0,0,20.67,18.76
2/12/2022 13:49:22,725,1,29,25,0.885,0.141,0,0,0,20.68,18.76
2/12/2022 14:04:22,725,1,29,24,0.842,0.139,0,0,0,20.68,18.76
2/12/2022 14:19:22,725,1,36,30,0.855,0.174,0,0,0,20.69,18.76
2/12/2022 14:34:22,725,1,32,28,0.874,0.157,1,1,0,20.69,18.76
2/12/2022 14:49:22,725,1,30,26,0.863,0.148,0,0,0,20.69,18.76
2/12/2022 15:04:22,725,1,29,25,0.842,0.142,0,0,0,20.7,18.76
2/12/2022 15:19:22,725,1,29,23,0.809,0.14,0,0,0,20.7,18.76
2/12/2022 15:34:22,725,1,31,25,0.807,0.149,1,0,0,20.71,18.76
2/12/2022 15:49:23,725,1,29,24,0.815,0.142,0,0,0,20.71,18.76
2/12/2022 16:04:22,725,1,27,24,0.891,0.135,1,0,0,20.71,18.76
2/12/2022 16:19:22,725,1,31,26,0.815,0.152,109,52,1,20.72,18.77
2/12/2022 16:34:23,725,1,44,40,0.908,0.215,442,254,15,20.72,18.78
2/12/2022 16:49:23,725,1,42,38,0.906,0.206,1,0,0,21.02,18.78
2/12/2022 17:04:22,725,1,30,28,0.928,0.149,12,0,0,21.02,18.78
2/12/2022 17:19:22,725,1,44,38,0.863,0.215,499,246,16,21.03,18.85
2/12/2022 17:34:22,725,1,42,38,0.907,0.21,230,124,20,21.22,18.96
2/12/2022 17:49:22,725,1,34,34,1.003,0.171,0,0,0,21.22,18.96
2/12/2022 18:04:22,725,1,34,30,0.884,0.167,0,0,0,21.22,18.96
2/12/2022 18:19:22,725,1,37,34,0.917,0.185,318,168,18,21.22,19.02
2/12/2022 18:34:22,725,1,41,44,1.059,0.211,642,376,9,21.52,19.24
2/12/2022 18:49:22,725,1,53,54,1.022,0.27,266,139,17,21.53,19.3
2/12/2022 19:04:23,725,1,42,42,1.003,0.212,59,45,0,21.58,19.58
2/12/2022 19:19:22,725,1,44,46,1.033,0.224,342,208,4,21.71,19.59
2/12/2022 19:34:22,725,1,46,48,1.049,0.235,73,36,0,21.71,19.69
2/12/2022 19:49:22,725,1,42,45,1.055,0.216,646,348,0,21.91,19.88
2/12/2022 20:04:22,725,1,43,44,1.025,0.218,246,156,0,22.01,19.93
2/12/2022 20:19:22,725,1,46,49,1.058,0.237,444,259,0,22.37,20.27
2/12/2022 20:34:22,725,1,42,46,1.091,0.217,85,37,0,22.38,20.27
2/12/2022 20:49:22,725,1,39,42,1.07,0.202,189,79,7,22.4,20.29
2/12/2022 21:04:23,725,1,38,40,1.062,0.194,237,141,0,22.4,20.36
2/12/2022 21:19:22,725,1,38,40,1.075,0.193,85,53,0,22.4,20.45
2/12/2022 21:34:23,725,1,43,47,1.104,0.221,191,95,0,22.41,20.51
2/12/2022 21:49:22,725,1,36,39,1.088,0.186,358,190,0,22.41,20.59
2/12/2022 22:04:22,725,1,45,49,1.086,0.234,922,445,0,22.87,20.72
2/12/2022 22:19:22,725,1,50,54,1.083,0.256,592,343,0,23.07,20.93
2/12/2022 22:34:22,725,1,39,42,1.07,0.202,0,0,0,23.08,20.93
2/12/2022 22:49:22,725,1,36,40,1.095,0.187,576,287,0,23.08,21.12
2/12/2022 23:04:22,725,1,39,41,1.069,0.198,328,159,0,23.08,21.15
2/12/2022 23:19:22,725,1,43,46,1.068,0.222,1020,555,66,23.42,21.23
2/12/2022 23:34:22,725,1,43,46,1.062,0.222,705,215,183,23.42,21.33
2/12/2022 23:49:22,725,1,42,46,1.079,0.217,246,123,1,23.42,21.33
2/13/2022 0:04:22,725,1,42,45,1.067,0.217,37,6,1,23.42,21.33
2/13/2022 0:19:22,725,1,31,32,1.009,0.159,0,0,0,23.42,21.33
2/13/2022 0:34:22,725,1,25,27,1.078,0.127,0,0,0,23.42,21.33
2/13/2022 0:49:22,725,1,25,26,1.047,0.127,0,0,0,23.43,21.33
2/13/2022 1:04:22,725,1,31,32,1.034,0.158,10,3,0,23.43,21.33
2/13/2022 1:19:22,725,1,26,28,1.06,0.134,0,0,0,23.43,21.33
2/13/2022 1:34:22,725,1,38,40,1.055,0.192,696,391,33,23.67,21.5
2/13/2022 1:49:23,725,1,38,39,1.042,0.191,0,0,0,23.67,21.51
2/13/2022 2:04:22,725,1,28,28,0.99,0.143,0,0,0,23.67,21.51
2/13/2022 2:19:23,725,1,36,37,1.025,0.184,447,136,130,23.67,21.64
2/13/2022 2:34:22,725,1,34,34,1.018,0.171,3,0,0,23.67,21.89
2/13/2022 2:49:22,725,1,34,33,0.981,0.171,0,0,0,23.67,21.89
2/13/2022 3:04:22,725,1,32,32,1.006,0.162,144,67,6,23.67,21.93
2/13/2022 3:19:22,725,1,48,49,1.014,0.244,762,317,98,23.92,22
2/13/2022 3:34:23,725,1,38,41,1.069,0.195,369,219,17,24.12,22
2/13/2022 3:49:22,725,1,47,47,1,0.239,853,202,261,24.12,22.27
2/13/2022 4:04:23,725,1,39,41,1.038,0.2,0,0,0,24.12,22.27
2/13/2022 4:19:22,725,1,41,42,1.028,0.207,605,267,61,24.45,22.32
2/13/2022 4:34:22,725,1,40,44,1.078,0.207,955,297,203,24.46,22.55
2/13/2022 4:49:22,725,1,46,48,1.041,0.237,996,356,173,24.67,22.73
2/13/2022 5:04:22,725,1,47,49,1.043,0.239,551,177,48,24.67,22.75
2/13/2022 5:19:22,725,1,47,48,1.038,0.237,519,271,3,24.78,22.75
2/13/2022 5:34:23,725,1,38,39,1.028,0.195,550,257,0,24.79,22.96
2/13/2022 5:49:22,725,1,42,43,1.015,0.212,2,0,1,24.79,22.96
2/13/2022 6:04:22,725,1,30,30,0.996,0.15,0,0,0,24.79,22.96
2/13/2022 6:19:22,725,1,23,26,1.132,0.12,0,0,0,24.79,22.96
2/13/2022 6:34:22,725,1,23,26,1.109,0.119,0,0,0,24.79,22.96
2/13/2022 6:49:23,725,1,27,27,1.012,0.135,15,12,0,24.79,22.96
2/13/2022 7:04:22,725,1,42,44,1.037,0.216,328,231,1,24.79,22.96
2/13/2022 7:19:22,725,1,42,42,0.991,0.212,343,231,1,24.98,22.96
2/13/2022 7:34:22,725,1,35,37,1.065,0.179,168,109,0,24.98,22.96
2/13/2022 7:49:22,725,1,32,32,0.99,0.163,0,0,0,24.98,22.96
2/13/2022 8:04:22,725,1,34,35,1.025,0.173,16,9,0,24.99,22.97
2/13/2022 8:19:22,725,1,24,24,0.979,0.123,0,0,0,24.99,22.97
2/13/2022 8:34:22,725,1,24,24,1.011,0.119,0,0,0,24.99,22.97
2/13/2022 8:49:22,725,1,25,24,0.947,0.126,0,0,0,24.99,22.97
2/13/2022 9:04:22,725,1,29,27,0.928,0.143,0,0,0,24.99,22.97
2/13/2022 9:19:22,725,1,29,26,0.893,0.142,0,0,0,24.99,22.97
2/13/2022 9:34:22,725,1,25,22,0.879,0.124,0,0,0,25,22.97
2/13/2022 9:49:22,725,1,27,24,0.882,0.133,23,20,0,25,22.97
2/13/2022 10:04:23,725,1,32,30,0.961,0.158,0,0,0,25,22.97
2/13/2022 10:19:23,725,1,25,23,0.927,0.125,0,0,0,25,22.97
2/13/2022 10:34:22,725,1,30,25,0.851,0.144,0,0,0,25,22.97
2/13/2022 10:49:23,725,1,30,25,0.823,0.147,0,0,0,25.01,22.97
2/13/2022 11:04:22,725,1,27,24,0.873,0.135,0,0,0,25.01,22.97
2/13/2022 11:19:22,725,1,28,26,0.911,0.141,3,1,0,25.01,22.97
2/13/2022 11:34:23,725,1,36,30,0.831,0.173,0,0,0,25.02,22.98
2/13/2022 11:49:22,725,1,29,25,0.885,0.142,0,0,0,25.02,22.98
2/13/2022 12:04:22,725,1,29,25,0.876,0.14,0,0,0,25.02,22.98
2/13/2022 12:19:22,725,1,27,24,0.882,0.134,0,0,0,25.02,22.98
2/13/2022 12:34:22,725,1,29,24,0.834,0.142,0,0,0,25.03,22.98
2/13/2022 12:49:22,725,1,29,25,0.851,0.142,0,0,0,25.03,22.98
2/13/2022 13:04:23,725,1,28,24,0.882,0.136,0,0,0,25.03,22.98
2/13/2022 13:19:22,725,1,26,23,0.888,0.126,0,0,0,25.03,22.98
2/13/2022 13:34:22,725,1,30,25,0.815,0.147,0,0,0,25.03,22.98
2/13/2022 13:49:22,725,1,29,24,0.834,0.139,0,0,0,25.03,22.98
2/13/2022 14:04:22,725,1,27,24,0.864,0.134,0,0,0,25.03,22.99
2/13/2022 14:19:22,725,1,29,25,0.859,0.142,0,0,0,25.04,22.99
2/13/2022 14:34:22,725,1,39,35,0.884,0.192,149,98,1,25.04,22.99
2/13/2022 14:49:22,725,1,37,32,0.868,0.18,32,20,0,25.04,22.99
2/13/2022 15:04:22,725,1,25,23,0.917,0.125,0,0,0,25.05,22.99
2/13/2022 15:19:22,725,1,28,24,0.855,0.138,0,0,0,25.05,22.99
2/13/2022 15:34:22,725,1,24,21,0.855,0.118,0,0,0,25.05,22.99
2/13/2022 15:49:22,725,1,26,22,0.831,0.128,0,0,0,25.05,22.99
2/13/2022 16:04:22,725,1,26,22,0.841,0.125,0,0,0,25.06,22.99
2/13/2022 16:19:22,725,1,26,22,0.841,0.127,0,0,0,25.06,23
2/13/2022 16:34:22,725,1,30,27,0.887,0.15,0,0,0,25.06,23
2/13/2022 16:49:22,725,1,48,42,0.878,0.235,435,286,3,25.34,23.11
2/13/2022 17:04:23,725,1,40,36,0.899,0.196,0,0,0,25.35,23.11
2/13/2022 17:19:22,725,1,26,23,0.888,0.128,0,0,0,25.35,23.11
2/13/2022 17:34:23,725,1,28,24,0.855,0.135,0,0,0,25.35,23.11
2/13/2022 17:49:22,725,1,28,24,0.846,0.136,214,112,2,25.36,23.11
2/13/2022 18:04:22,725,1,45,42,0.937,0.223,809,431,0,25.59,23.33
2/13/2022 18:19:22,725,1,40,39,0.974,0.202,0,0,0,25.61,23.34
2/13/2022 18:34:22,725,1,26,26,0.984,0.133,0,0,0,25.61,23.34
2/13/2022 18:49:22,725,1,25,26,1.047,0.126,0,0,0,25.62,23.34
2/13/2022 19:04:22,725,1,47,47,0.995,0.238,604,380,0,25.86,23.52
2/13/2022 19:19:22,725,1,37,36,0.998,0.184,292,157,0,25.87,23.65
2/13/2022 19:34:23,725,1,41,41,0.997,0.209,269,148,4,25.87,23.78
2/13/2022 19:49:22,725,1,51,52,1.037,0.257,471,262,0,25.98,23.86
2/13/2022 20:04:22,725,1,41,44,1.078,0.209,369,235,2,26,24.21
2/13/2022 20:19:22,725,1,40,43,1.071,0.204,208,158,2,26.32,24.21
2/13/2022 20:34:22,725,1,45,47,1.045,0.227,434,200,2,26.32,24.45
2/13/2022 20:49:23,725,1,40,42,1.053,0.206,129,91,4,26.56,24.7
2/13/2022 21:04:22,725,1,40,41,1.028,0.201,67,30,1,26.56,24.7
2/13/2022 21:19:22,725,1,35,37,1.051,0.181,2,1,0,26.56,24.7
2/13/2022 21:34:22,725,1,38,41,1.082,0.195,207,141,1,26.76,24.7
2/13/2022 21:49:22,725,1,36,38,1.065,0.184,347,165,0,26.77,24.87
2/13/2022 22:04:23,725,1,39,44,1.116,0.204,261,149,0,26.9,25.01
2/13/2022 22:19:23,725,1,46,48,1.047,0.233,683,400,2,27.13,25.15
2/13/2022 22:34:23,725,1,41,45,1.09,0.212,74,43,0,27.13,25.18
2/13/2022 22:49:22,725,1,43,46,1.073,0.219,401,233,2,27.38,25.5
2/13/2022 23:04:23,725,1,47,49,1.06,0.239,332,203,6,27.38,25.5
2/13/2022 23:19:22,725,1,35,38,1.08,0.18,28,16,0,27.38,25.52
2/13/2022 23:34:22,725,1,32,34,1.077,0.164,138,88,5,27.38,25.6
2/13/2022 23:49:22,725,1,50,52,1.042,0.256,660,400,3,27.47,25.83
2/14/2022 0:04:22,725,1,41,44,1.071,0.209,86,63,0,27.58,25.91
2/14/2022 0:19:22,725,1,42,45,1.085,0.215,339,177,1,27.65,26.05
2/14/2022 0:34:22,725,1,34,35,1.056,0.171,59,0,0,27.66,26.06
2/14/2022 0:49:22,725,1,32,35,1.085,0.165,365,18,1,27.66,26.06
2/14/2022 1:04:22,725,1,42,45,1.079,0.215,542,323,3,27.86,26.27
2/14/2022 1:19:23,725,1,44,46,1.056,0.223,1163,913,1,27.87,26.37
2/14/2022 1:34:22,725,1,39,42,1.057,0.201,365,223,1,27.87,26.41
2/14/2022 1:49:23,725,1,35,37,1.043,0.18,0,0,0,27.87,26.41
2/14/2022 2:04:23,725,1,27,30,1.109,0.14,54,23,0,27.87,26.41
2/14/2022 2:19:22,725,1,40,42,1.057,0.202,98,67,1,27.87,26.41
2/14/2022 2:34:22,725,1,38,40,1.048,0.193,361,178,5,27.87,26.8
2/14/2022 2:49:22,725,1,39,40,1.015,0.199,144,109,2,27.98,26.81
2/14/2022 3:04:22,725,1,40,41,1.018,0.203,261,141,1,27.99,26.81
2/14/2022 3:19:22,725,1,37,40,1.081,0.19,230,133,1,28.01,26.81
2/14/2022 3:34:22,725,1,33,33,1.006,0.164,51,37,0,28.01,26.81
2/14/2022 3:49:22,725,1,31,29,0.954,0.152,0,0,0,28.01,26.81
2/14/2022 4:04:22,725,1,36,36,1,0.181,417,295,2,28.01,26.81
2/14/2022 4:19:22,725,1,41,43,1.059,0.208,528,313,4,28.39,26.89
2/14/2022 4:34:22,725,1,45,47,1.041,0.231,1065,502,0,28.39,27.14
2/14/2022 4:49:22,725,1,45,48,1.058,0.23,697,378,6,28.61,27.26
2/14/2022 5:04:23,725,1,45,46,1.01,0.228,717,349,4,28.73,27.41
2/14/2022 5:19:22,725,1,42,43,1.034,0.213,454,195,4,28.74,27.59
2/14/2022 5:34:22,725,1,41,41,0.985,0.208,383,128,23,28.74,27.59
2/14/2022 5:49:22,725,1,41,40,0.991,0.205,176,54,5,28.74,27.59
2/14/2022 6:04:22,725,1,39,38,0.976,0.194,23,3,0,28.74,27.59
2/14/2022 6:19:22,725,1,25,25,1.006,0.127,0,0,0,28.74,27.59
2/14/2022 6:34:23,725,1,24,24,1,0.123,0,0,0,28.74,27.59
2/14/2022 6:49:22,725,1,28,28,0.999,0.141,57,50,0,28.74,27.62
2/14/2022 7:04:22,725,1,39,37,0.95,0.197,601,280,6,28.74,27.8
2/14/2022 7:19:22,725,1,31,31,1.001,0.158,6,4,0,28.75,27.8
2/14/2022 7:34:22,725,1,25,24,0.947,0.127,0,0,0,28.75,27.8
2/14/2022 7:49:22,725,1,25,24,0.956,0.127,0,0,0,28.75,27.8
2/14/2022 8:04:23,725,1,26,24,0.917,0.129,0,0,0,28.75,27.8
2/14/2022 8:19:22,725,1,24,23,0.979,0.119,1,1,0,28.75,27.8
2/14/2022 8:34:22,725,1,26,25,0.937,0.132,0,0,0,28.75,27.8
2/14/2022 8:49:22,725,1,24,23,0.968,0.119,0,0,0,28.75,27.8
2/14/2022 9:04:22,725,1,28,24,0.859,0.139,0,0,0,28.75,27.8
2/14/2022 9:19:22,725,1,25,23,0.927,0.126,0,0,0,28.75,27.8
2/14/2022 9:34:22,725,1,29,26,0.902,0.144,0,0,0,28.75,27.81
2/14/2022 9:49:22,725,1,29,26,0.885,0.142,41,4,1,28.76,27.81
2/14/2022 10:04:23,725,1,31,27,0.879,0.152,2,0,0,28.77,27.81
2/14/2022 10:19:22,725,1,27,23,0.864,0.133,0,0,0,28.78,27.81
2/14/2022 10:34:22,725,1,34,28,0.848,0.164,6,2,0,28.78,27.81
2/14/2022 10:49:22,725,1,40,34,0.846,0.196,2,0,0,28.78,27.82
2/14/2022 11:04:22,725,1,29,26,0.893,0.145,0,0,0,28.78,27.82
2/14/2022 11:19:23,725,1,30,25,0.831,0.148,0,0,0,28.78,27.82
2/14/2022 11:34:22,725,1,28,24,0.873,0.135,0,0,0,28.78,27.82
2/14/2022 11:49:22,725,1,29,24,0.834,0.14,0,0,0,28.78,27.82
2/14/2022 12:04:22,725,1,28,25,0.891,0.136,0,0,0,28.78,27.82
2/14/2022 12:19:22,725,1,29,24,0.851,0.14,0,0,0,28.78,27.82
2/14/2022 12:34:23,725,1,30,25,0.847,0.147,0,0,0,28.78,27.82
2/14/2022 12:49:22,725,1,29,24,0.834,0.141,0,0,0,28.79,27.82
2/14/2022 13:04:23,725,1,29,25,0.851,0.141,0,0,0,28.79,27.82
2/14/2022 13:19:22,725,1,32,28,0.89,0.156,43,25,0,28.8,27.83
2/14/2022 13:34:22,725,1,31,26,0.831,0.15,0,0,0,28.8,27.83
2/14/2022 13:49:22,725,1,29,24,0.842,0.14,0,0,0,28.81,27.83
2/14/2022 14:04:22,725,1,29,23,0.792,0.14,0,0,0,28.81,27.83
2/14/2022 14:19:23,725,1,29,24,0.834,0.142,0,0,0,28.81,27.83
2/14/2022 14:34:23,725,1,29,25,0.868,0.141,0,0,0,28.82,27.83
2/14/2022 14:49:22,725,1,30,25,0.842,0.144,49,19,2,28.82,27.83
2/14/2022 15:04:22,725,1,36,32,0.882,0.178,105,69,0,28.82,27.83
2/14/2022 15:19:22,725,1,30,26,0.879,0.146,0,0,0,28.83,27.83
2/14/2022 15:34:23,725,1,30,25,0.847,0.147,0,0,0,28.83,27.83
2/14/2022 15:49:22,725,1,31,26,0.823,0.151,0,0,0,28.83,27.83
2/14/2022 16:04:22,725,1,31,26,0.823,0.151,0,0,0,28.84,27.83
2/14/2022 16:19:23,725,1,29,24,0.842,0.142,0,0,0,28.84,27.83
2/14/2022 16:34:22,725,1,30,26,0.847,0.148,0,0,0,28.85,27.83
2/14/2022 16:49:22,725,1,31,28,0.882,0.154,434,264,8,28.85,27.98
2/14/2022 17:04:22,725,1,39,36,0.937,0.193,373,157,4,28.85,27.98
2/14/2022 17:19:22,725,1,30,27,0.896,0.15,3,0,0,28.85,27.98
2/14/2022 17:34:22,725,1,29,25,0.868,0.142,1,0,0,28.86,27.99
2/14/2022 17:49:23,725,1,39,35,0.905,0.192,362,187,26,28.86,28.21
2/14/2022 18:04:22,725,1,30,28,0.937,0.149,0,0,0,28.87,28.21
2/14/2022 18:19:22,725,1,39,38,0.963,0.196,377,165,33,28.87,28.29
2/14/2022 18:34:22,725,1,33,31,0.952,0.163,150,87,18,28.87,28.3
2/14/2022 18:49:22,725,1,30,28,0.937,0.148,380,151,68,28.88,28.31
2/14/2022 19:04:22,725,1,39,38,0.982,0.194,781,307,144,28.89,28.47
2/14/2022 19:19:22,725,1,35,37,1.036,0.18,407,163,69,28.89,28.57
2/14/2022 19:34:22,725,1,33,33,1.014,0.165,7,0,0,28.89,28.57
2/14/2022 19:49:22,725,1,34,34,0.995,0.173,1088,498,213,28.93,28.81
2/14/2022 20:04:22,725,1,45,45,0.991,0.228,515,183,136,29.1,28.86
2/14/2022 20:19:22,725,1,31,31,1.009,0.155,356,151,92,29.1,28.86
2/14/2022 20:34:22,725,1,50,52,1.032,0.256,662,266,124,29.57,29.02
2/14/2022 20:49:22,725,1,45,45,1.004,0.228,216,97,28,29.57,29.34
2/14/2022 21:04:22,725,1,36,39,1.074,0.184,293,115,60,29.58,29.46
2/14/2022 21:19:22,725,1,36,39,1.074,0.187,152,97,12,29.88,29.46
2/14/2022 21:34:22,725,1,36,37,1.039,0.184,179,40,33,29.88,29.46
2/14/2022 21:49:22,725,1,40,43,1.077,0.205,244,109,24,29.89,29.46
